communication_state,crc_valid,exception,failure_stage,function,request_number,response_time_complete_ms,response_time_first_byte_ms,retry_attempts,retry_recovered,rx_hex,sample_sequence,status_flags,storage_state,timestamp,tx_hex
not mapped,True,,,3,2044,43.9861,39.6284,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff57f1ffff57f17925,19070,196608,0,1784917055.2774885,0103000000204412
not mapped,True,,,3,2045,44.1615,39.5906,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff59f7ffff59f77469,19071,196608,0,1784917055.3915598,0103000000204412
not mapped,True,,,3,2046,44.1472,39.604,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5780ffff5780c50a,19073,196608,0,1784917055.5058596,0103000000204412
not mapped,True,,,3,2047,44.5798,40.0549,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5640ffff5640c50a,19074,196608,0,1784917055.622271,0103000000204412
not mapped,True,,,3,2048,44.5621,40.0201,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5765ffff57654957,19075,196608,0,1784917055.7388816,0103000000204412
not mapped,True,,,3,2049,44.1055,39.5236,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff582fffff582f5461,19076,196608,0,1784917055.8539653,0103000000204412
not mapped,True,,,3,2050,44.1372,39.573,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff54f1ffff54f179e6,19077,196608,0,1784917055.9727488,0103000000204412
not mapped,True,,,3,2051,43.9407,39.5286,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5276ffff52768e5c,19078,196608,0,1784917056.0882294,0103000000204412
not mapped,True,,,3,2052,44.5511,40.0021,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff527fffff527f925b,19080,196608,0,1784917056.2023292,0103000000204412
not mapped,True,,,3,2053,44.0791,40.1201,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50d9ffff50d91aba,19081,196608,0,1784917056.3178492,0103000000204412
not mapped,True,,,3,2054,44.0062,39.5919,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5204ffff52043672,19082,196608,0,1784917056.4318755,0103000000204412
not mapped,True,,,3,2055,44.415,40.0127,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5261ffff5261ba51,19083,196608,0,1784917056.543213,0103000000204412
not mapped,True,,,3,2056,44.1085,39.5557,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff528effff528e2e0a,19084,196608,0,1784917056.6573179,0103000000204412
not mapped,True,,,3,2057,43.9947,39.4503,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5561ffff5561b9d6,19085,196608,0,1784917056.7723808,0103000000204412
not mapped,True,,,3,2058,43.9834,39.5966,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff54c8ffff54c825f1,19087,196608,0,1784917056.8861868,0103000000204412
not mapped,True,,,3,2059,44.5805,40.0129,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff515affff515a1e84,19088,196608,0,1784917057.0002158,0103000000204412
not mapped,True,,,3,2060,44.1348,40.1692,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f3cffff4f3c9cb8,19089,196608,0,1784917057.1147804,0103000000204412
not mapped,True,,,3,2061,44.0803,39.5953,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fe9ffff4fe950f5,19090,196608,0,1784917057.2309096,0103000000204412
not mapped,True,,,3,2062,43.9704,39.5945,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e4bffff4e4b28d4,19091,196608,0,1784917057.3464348,0103000000204412
not mapped,True,,,3,2063,44.1361,39.5967,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d21ffff4d21b031,19092,196608,0,1784917057.4616256,0103000000204412
not mapped,True,,,3,2064,44.1535,40.1746,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d78ffff4d786c06,19094,196608,0,1784917057.5746257,0103000000204412
not mapped,True,,,3,2065,44.1235,40.1184,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f21ffff4f21b0b3,19095,196608,0,1784917057.687925,0103000000204412
not mapped,True,,,3,2066,44.1363,40.1697,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50cbffff50cb22b4,19096,196608,0,1784917057.8025265,0103000000204412
not mapped,True,,,3,2067,44.1251,39.5906,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff514effff514e2e88,19097,196608,0,1784917057.9178758,0103000000204412
not mapped,True,,,3,2068,44.5626,40.1747,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff503bffff503b62e5,19098,196608,0,1784917058.0307176,0103000000204412
not mapped,True,,,3,2069,43.9698,39.5879,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fe0ffff4fe04cf2,19099,196608,0,1784917058.1462786,0103000000204412
not mapped,True,,,3,2070,44.1258,39.5789,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4df9ffff4df99078,19101,196608,0,1784917058.2608294,0103000000204412
not mapped,True,,,3,2071,44.1466,40.1826,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c48ffff4c482c57,19102,196608,0,1784917058.3746262,0103000000204412
not mapped,True,,,3,2072,44.612,40.0156,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e91ffff4e91f09c,19103,196608,0,1784917058.4903083,0103000000204412
not mapped,True,,,3,2073,44.5622,40.0146,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4bdaffff4bda17a0,19104,196608,0,1784917058.6053386,0103000000204412
not mapped,True,,,3,2074,44.3809,40.0342,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d2affff4d2a5437,19105,196608,0,1784917058.719866,0103000000204412
not mapped,True,,,3,2075,44.022,39.5739,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cfdffff4cfd603a,19106,196608,0,1784917058.83297,0103000000204412
not mapped,True,,,3,2076,44.0227,39.4812,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c40ffff4c40cc50,19108,196608,0,1784917058.9470003,0103000000204412
not mapped,True,,,3,2077,45.0082,39.9988,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b80ffff4b80cf96,19109,196608,0,1784917059.0620208,0103000000204412
not mapped,True,,,3,2078,44.5548,40.018,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4a37ffff4a377bbb,19110,196608,0,1784917059.1761014,0103000000204412
not mapped,True,,,3,2079,43.9959,39.9982,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b27ffff4b27bbf5,19111,196608,0,1784917059.2910125,0103000000204412
not mapped,True,,,3,2080,44.1253,39.5873,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c2affff4c2a5476,19112,196608,0,1784917059.4055793,0103000000204412
not mapped,True,,,3,2081,44.1427,39.6077,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c1fffff4c1f1865,19113,196608,0,1784917059.5206425,0103000000204412
not mapped,True,,,3,2082,44.1306,39.5747,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff49f5ffff49f58338,19115,196608,0,1784917059.6355677,0103000000204412
not mapped,True,,,3,2083,44.4093,40.0266,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff479cffff479c1a51,19116,196608,0,1784917059.7510886,0103000000204412
not mapped,True,,,3,2084,44.568,40.01,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff46d1ffff46d1f62b,19117,196608,0,1784917059.8651752,0103000000204412
not mapped,True,,,3,2085,44.5752,39.5909,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff48adffff48ada34e,19118,196608,0,1784917059.981286,0103000000204412
not mapped,True,,,3,2086,44.1434,39.5941,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff47f2ffff47f27274,19119,196608,0,1784917060.0968056,0103000000204412
not mapped,True,,,3,2087,44.151,39.5899,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff482bffff482bab32,19120,196608,0,1784917060.2126863,0103000000204412
not mapped,True,,,3,2088,44.1462,40.1867,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4a53ffff4a530b98,19122,196608,0,1784917060.326209,0103000000204412
not mapped,True,,,3,2089,44.384,40.0003,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4a6fffff4a6f5b8c,19123,196608,0,1784917060.4410295,0103000000204412
not mapped,True,,,3,2090,44.5582,40.1731,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ccaffff4ccad428,19124,196608,0,1784917060.5546236,0103000000204412
not mapped,True,,,3,2091,44.1472,39.6117,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cb1ffff4cb17001,19125,196608,0,1784917060.6707203,0103000000204412
not mapped,True,,,3,2092,44.1277,39.6005,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4cddffff4cdde025,19126,196608,0,1784917060.786769,0103000000204412
not mapped,True,,,3,2093,43.9893,39.5968,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c1bffff4c1be866,19127,196608,0,1784917060.901329,0103000000204412
not mapped,True,,,3,2094,44.1352,40.2361,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d2fffff4d2f5834,19129,196608,0,1784917061.0143588,0103000000204412
not mapped,True,,,3,2095,44.1281,40.1689,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ea0ffff4ea04c8c,19130,196608,0,1784917061.1303995,0103000000204412
not mapped,True,,,3,2096,44.3788,40.0041,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e5effff4e5ee4d8,19131,196608,0,1784917061.2429593,0103000000204412
not mapped,True,,,3,2097,44.3167,39.5771,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d4bffff4d4b2817,19132,196608,0,1784917061.3566651,0103000000204412
not mapped,True,,,3,2098,44.1465,39.6172,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5004ffff500436f0,19133,196608,0,1784917061.4706838,0103000000204412
not mapped,True,,,3,2099,43.9688,39.9977,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff522dffff522daa6a,19134,196608,0,1784917061.5847156,0103000000204412
not mapped,True,,,3,2100,44.5587,40.0084,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5023ffff502342ed,19136,196608,0,1784917061.6993241,0103000000204412
not mapped,True,,,3,2101,44.1564,40.1784,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50e4ffff50e4b6ae,19137,196608,0,1784917061.8145158,0103000000204412
not mapped,True,,,3,2102,44.127,39.5863,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5061ffff5061bad3,19138,196608,0,1784917061.9305408,0103000000204412
not mapped,True,,,3,2103,44.4021,39.8639,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50ecffff50ec56a9,19139,196608,0,1784917062.0438359,0103000000204412
not mapped,True,,,3,2104,44.135,39.6192,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff502bffff502ba2ea,19140,196608,0,1784917062.1578155,0103000000204412
not mapped,True,,,3,2105,43.9834,39.5835,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff500fffff500fd2f6,19141,196608,0,1784917062.2722917,0103000000204412
not mapped,True,,,3,2106,44.132,39.6825,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff514fffff514fd288,19143,196608,0,1784917062.3853161,0103000000204412
not mapped,True,,,3,2107,44.5691,40.0965,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5332ffff53327e21,19144,196608,0,1784917062.4993675,0103000000204412
not mapped,True,,,3,2108,44.1284,40.1719,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff533cffff533c9624,19145,196608,0,1784917062.6146185,0103000000204412
not mapped,True,,,3,2109,43.9857,39.6284,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff525affff525a1e47,19146,196608,0,1784917062.7302651,0103000000204412
not mapped,True,,,3,2110,43.9846,39.6065,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5105ffff5105cab1,19147,196608,0,1784917062.8421133,0103000000204412
not mapped,True,,,3,2111,44.1247,39.6208,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e6affff4e6a54cb,19148,196608,0,1784917062.9557252,0103000000204412
not mapped,True,,,3,2112,44.4566,40.0955,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4edfffff4edf18a6,19150,196608,0,1784917063.069743,0103000000204412
not mapped,True,,,3,2113,44.4536,40.073,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51d0ffff51d006fc,19151,196608,0,1784917063.1838982,0103000000204412
not mapped,True,,,3,2114,44.1343,40.1733,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff532cffff532c562b,19152,196608,0,1784917063.2984178,0103000000204412
not mapped,True,,,3,2115,43.9803,39.6428,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5316ffff53160e3d,19153,196608,0,1784917063.411312,0103000000204412
not mapped,True,,,3,2116,44.1101,39.6123,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5183ffff5183c2cd,19154,196608,0,1784917063.5233924,0103000000204412
not mapped,True,,,3,2117,43.9821,39.5975,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5173ffff5173829c,19155,196608,0,1784917063.636985,0103000000204412
not mapped,True,,,3,2118,44.0785,39.5345,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51d5ffff51d50aff,19157,196608,0,1784917063.7505054,0103000000204412
not mapped,True,,,3,2119,44.9955,40.6065,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5201ffff52013a71,19158,196608,0,1784917063.8640602,0103000000204412
not mapped,True,,,3,2120,44.3993,39.883,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff525bffff525be247,19159,196608,0,1784917063.9797802,0103000000204412
not mapped,True,,,3,2121,43.9727,39.6476,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff547affff547a9d9e,19160,196608,0,1784917064.0953028,0103000000204412
not mapped,True,,,3,2122,44.1706,40.1529,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5630ffff56308525,19161,196608,0,1784917064.2093813,0103000000204412
not mapped,True,,,3,2123,44.1564,39.6058,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5355ffff53550a03,19162,196608,0,1784917064.3247094,0103000000204412
not mapped,True,,,3,2124,44.5133,40.1277,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5284ffff5284360c,19164,196608,0,1784917064.439847,0103000000204412
not mapped,True,,,3,2125,44.5213,40.1808,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51fdffff51fd6ae7,19165,196608,0,1784917064.5544367,0103000000204412
not mapped,True,,,3,2126,44.1487,40.1843,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5196ffff51960ec1,19166,196608,0,1784917064.6705377,0103000000204412
not mapped,True,,,3,2127,44.5634,39.6782,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff545bffff545be181,19167,196608,0,1784917064.786078,0103000000204412
not mapped,True,,,3,2128,43.9801,39.5935,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff55d5ffff55d509bb,19168,196608,0,1784917064.9021742,0103000000204412
not mapped,True,,,3,2129,44.1498,39.6202,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5598ffff5598e580,19169,196608,0,1784917065.014372,0103000000204412
not mapped,True,,,3,2130,44.555,40.5917,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5537ffff553771e4,19171,196608,0,1784917065.128927,0103000000204412
not mapped,True,,,3,2131,44.1351,40.1708,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5457ffff5457f185,19172,196608,0,1784917065.2424793,0103000000204412
not mapped,True,,,3,2132,44.5643,40.0568,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5350ffff53500600,19173,196608,0,1784917065.357002,0103000000204412
not mapped,True,,,3,2133,43.9836,39.638,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff541effff541eedbd,19174,196608,0,1784917065.4720223,0103000000204412
not mapped,True,,,3,2134,44.1465,39.6372,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5418ffff5418e5bf,19175,196608,0,1784917065.5855486,0103000000204412
not mapped,True,,,3,2135,43.9914,39.5798,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5557ffff5557f1c4,19176,196608,0,1784917065.7001,0103000000204412
not mapped,True,,,3,2136,44.1344,39.5963,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5655ffff56550906,19178,196608,0,1784917065.8146718,0103000000204412
not mapped,True,,,3,2137,44.1474,40.179,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff543cffff543c95a3,19179,196608,0,1784917065.9306445,0103000000204412
not mapped,True,,,3,2138,45.0779,40.1234,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5377ffff5377721d,19180,196608,0,1784917066.0446684,0103000000204412
not mapped,True,,,3,2139,44.1331,39.614,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4dfbffff4dfb6879,19181,196608,0,1784917066.160291,0103000000204412
not mapped,True,,,3,2140,44.1383,39.5896,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ca4ffff4ca4bc0d,19182,196608,0,1784917066.2745132,0103000000204412
not mapped,True,,,3,2141,44.1128,39.5458,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d6dffff4d6da00a,19183,196608,0,1784917066.3875422,0103000000204412
not mapped,True,,,3,2142,44.1297,39.6148,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5003ffff5003c2f2,19185,196608,0,1784917066.5015955,0103000000204412
not mapped,True,,,3,2143,44.1378,40.1701,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fcaffff4fcad4eb,19186,196608,0,1784917066.6142728,0103000000204412
not mapped,True,,,3,2144,44.4767,40.0642,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51c5ffff51c5caf0,19187,196608,0,1784917066.7278345,0103000000204412
not mapped,True,,,3,2145,44.5632,40.0117,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52f8ffff52f86627,19188,196608,0,1784917066.8399153,0103000000204412
not mapped,True,,,3,2146,44.124,39.5818,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50feffff50fe6ea7,19189,196608,0,1784917066.953438,0103000000204412
not mapped,True,,,3,2147,44.1564,39.5946,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff506dffff506daad7,19190,196608,0,1784917067.0684597,0103000000204412
not mapped,True,,,3,2148,43.9521,39.9738,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f11ffff4f11f0a3,19191,196608,0,1784917067.181638,0103000000204412
not mapped,True,,,3,2149,44.3837,40.0124,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4decffff4dec5c74,19193,196608,0,1784917067.2948244,0103000000204412
not mapped,True,,,3,2150,44.1215,40.151,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f0cffff4f0cdca8,19194,196608,0,1784917067.409348,0103000000204412
not mapped,True,,,3,2151,44.1199,40.0156,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e71ffff4e7170c2,19195,196608,0,1784917067.5236077,0103000000204412
not mapped,True,,,3,2152,44.0861,39.5413,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c88ffff4c882c16,19196,196608,0,1784917067.6366796,0103000000204412
not mapped,True,,,3,2153,43.9773,39.6277,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d13ffff4d130820,19197,196608,0,1784917067.7507532,0103000000204412
not mapped,True,,,3,2154,44.5532,40.0153,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c8effff4c8e2414,19198,196608,0,1784917067.8639114,0103000000204412
not mapped,True,,,3,2155,44.1368,39.5994,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c81ffff4c813011,19200,196608,0,1784917067.977455,0103000000204412
not mapped,True,,,3,2156,44.0806,40.1194,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4bb4ffff4bb47f85,19201,196608,0,1784917068.0926943,0103000000204412
not mapped,True,,,3,2157,44.1431,40.174,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4beeffff4beea7b3,19202,196608,0,1784917068.2053192,0103000000204412
not mapped,True,,,3,2158,43.9887,39.5979,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff49afffff49af5b0e,19203,196608,0,1784917068.320891,0103000000204412
not mapped,True,,,3,2159,43.9777,39.601,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c8dffff4c8d2015,19204,196608,0,1784917068.4359128,0103000000204412
not mapped,True,,,3,2160,44.5511,40.1698,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f3affff4f3a94ba,19205,196608,0,1784917068.5509698,0103000000204412
not mapped,True,,,3,2161,43.8696,39.4781,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5111ffff5111fabd,19207,196608,0,1784917068.6670384,0103000000204412
not mapped,True,,,3,2162,44.1404,40.1823,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52dbffff52dbe239,19208,196608,0,1784917068.780269,0103000000204412
not mapped,True,,,3,2163,44.5519,40.176,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff523affff523a9e67,19209,196608,0,1784917068.8943954,0103000000204412
not mapped,True,,,3,2164,43.9391,39.5546,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51a9ffff51a95ad4,19210,196608,0,1784917069.009594,0103000000204412
not mapped,True,,,3,2165,44.1811,39.5955,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff500affff500adef5,19211,196608,0,1784917069.1245556,0103000000204412
not mapped,True,,,3,2166,43.9789,39.5947,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff500affff500adef5,19212,196608,0,1784917069.2370954,0103000000204412
not mapped,True,,,3,2167,43.9802,39.606,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5010ffff501006fc,19214,196608,0,1784917069.3521218,0103000000204412
not mapped,True,,,3,2168,44.5551,40.0039,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4ffcffff4ffc9cf9,19215,196608,0,1784917069.4648478,0103000000204412
not mapped,True,,,3,2169,44.1271,40.0153,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e52ffff4e52f4dc,19216,196608,0,1784917069.5793693,0103000000204412
not mapped,True,,,3,2170,43.9779,39.5947,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e24ffff4e24bcf1,19217,196608,0,1784917069.6929748,0103000000204412
not mapped,True,,,3,2171,44.1297,39.5594,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51f9ffff51f99ae4,19218,196608,0,1784917069.806091,0103000000204412
not mapped,True,,,3,2172,44.0991,39.5642,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5157ffff5157f280,19219,196608,0,1784917069.9206202,0103000000204412
not mapped,True,,,3,2173,45.019,40.0507,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4eb6ffff4eb68481,19220,196608,0,1784917070.034476,0103000000204412
not mapped,True,,,3,2174,44.0804,40.1307,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4dc5ffff4dc5c06c,19222,196608,0,1784917070.1500978,0103000000204412
not mapped,True,,,3,2175,44.1326,40.1785,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4c9effff4c9ee41b,19223,196608,0,1784917070.2631857,0103000000204412
not mapped,True,,,3,2176,44.119,40.1572,,,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4b6bffff4b6babce,19224,196608,0,1784917070.3772082,0103000000204412
